point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543522.9967,6969948.31,56,South,-27.393089712,153.440211211,0.99962338,0.202541
Amity,543517.0027,6969951.62,56,South,-27.393060021,153.440150468,0.99962338,0.202513
Amity,543512.4842,6969953.961,56,South,-27.393039031,153.440104683,0.99962337,0.202492
Amity,543508.1135,6969958.983,56,South,-27.392993833,153.440060298,0.99962337,0.202471
Amity,543502.7202,6969963.03,56,South,-27.392957470,153.440005604,0.99962336,0.202446
Amity,543497.3609,6969967.213,56,South,-27.392919877,153.439951250,0.99962335,0.202420
Amity,543545.0081,6969947.748,56,South,-27.393094083,153.440433859,0.99962341,0.202644
Amity,543539.414,6969950.585,56,South,-27.393068650,153.440377178,0.9996234,0.202617
Amity,543533.6663,6969954.467,56,South,-27.393033787,153.440318905,0.99962339,0.202590
Amity,543528.6061,6969958.576,56,South,-27.392996854,153.440267578,0.99962339,0.202566
Amity,543526.4724,6969959.897,56,South,-27.392984996,153.440245951,0.99962339,0.202556
Amity,543522.4589,6969961.472,56,South,-27.392970905,153.440205301,0.99962338,0.202538
Amity,543516.9242,6969965.023,56,South,-27.392939024,153.440149195,0.99962338,0.202512
Amity,543510.2742,6969969.113,56,South,-27.392902312,153.440081789,0.99962337,0.202480
Amity,543502.5262,6969975.868,56,South,-27.392841577,153.440003183,0.99962336,0.202444
Amity,543512.6132,6969992.241,56,South,-27.392693442,153.440104620,0.99962337,0.202489
Amity,543517.3244,6969987.925,56,South,-27.392732256,153.440152424,0.99962338,0.202512
Amity,543522.4437,6969982.141,56,South,-27.392784310,153.440204408,0.99962338,0.202536
Amity,543529.2096,6969974.919,56,South,-27.392849293,153.440273098,0.99962339,0.202568
Amity,543535.2286,6969968.522,56,South,-27.392906851,153.440334204,0.9996234,0.202597
Amity,543537.8643,6969965.867,56,South,-27.392930736,153.440360957,0.9996234,0.202609
Amity,543540.6667,6969963.584,56,South,-27.392951257,153.440389383,0.9996234,0.202622
Amity,543544.6994,6969959.629,56,South,-27.392986833,153.440430312,0.99962341,0.202641
Amity,543548.291,6969955.797,56,South,-27.393021313,153.440466775,0.99962341,0.202658
Amity,543546.5968,6969947.831,56,South,-27.393093283,153.440449924,0.99962341,0.202651
Amity,543543.5691,6969941.972,56,South,-27.393146274,153.440419511,0.9996234,0.202637
Amity,543541.3422,6969937.015,56,South,-27.393191096,153.440397165,0.9996234,0.202627
Amity,543537.5601,6969932.874,56,South,-27.393228601,153.440359060,0.9996234,0.202610
Amity,543531.6609,6969929.989,56,South,-27.393254834,153.440299498,0.99962339,0.202583
Amity,543523.4909,6969928.657,56,South,-27.393267120,153.440216912,0.99962338,0.202545
Amity,543517.682,6969928.11,56,South,-27.393272244,153.440158179,0.99962338,0.202518
Amity,543514.4022,6969928.916,56,South,-27.393265072,153.440124978,0.99962337,0.202503
Amity,543509.893,6969929.3,56,South,-27.393261749,153.440079357,0.99962337,0.202482
Amity,543503.3205,6969931.346,56,South,-27.393243488,153.440012808,0.99962336,0.202451
Amity,543497.0375,6969933.273,56,South,-27.393226292,153.439949191,0.99962335,0.202422
Amity,543492.0106,6969934.318,56,South,-27.393217018,153.439898311,0.99962335,0.202398
Amity,543486.8365,6969935.672,56,South,-27.393204959,153.439845931,0.99962334,0.202374
Amity,543491.6848,6969941.643,56,South,-27.393150900,153.439894754,0.99962335,0.202396
Amity,543495.6334,6969948.503,56,South,-27.393088843,153.439934446,0.99962335,0.202414
Amity,543499.5779,6969954.788,56,South,-27.393031977,153.439974117,0.99962336,0.202432
Amity,543503.8179,6969962.054,56,South,-27.392966246,153.440016741,0.99962336,0.202451
Amity,543509.5388,6969971.013,56,South,-27.392885183,153.440074283,0.99962337,0.202477
Amity,543513.8223,6969978.5,56,South,-27.392817455,153.440117340,0.99962337,0.202496
Amity,543517.6791,6969984.071,56,South,-27.392767038,153.440156149,0.99962338,0.202514
Amity,543521.8733,6969990.485,56,South,-27.392709000,153.440198341,0.99962338,0.202533
Amity,543522.6213,6969996.033,56,South,-27.392658889,153.440205708,0.99962338,0.202536
Amity,543522.9551,6969991.41,56,South,-27.392700614,153.440209249,0.99962338,0.202538
Amity,543524.202,6969983.626,56,South,-27.392770847,153.440222139,0.99962338,0.202544
Amity,543525.5265,6969974.635,56,South,-27.392851974,153.440235857,0.99962338,0.202551
Amity,543527.128,6969966.504,56,South,-27.392925328,153.440252345,0.99962339,0.202559
Amity,543528.2614,6969959.537,56,South,-27.392988189,153.440264058,0.99962339,0.202565
Amity,543529.502,6969952.738,56,South,-27.393049529,153.440276849,0.99962339,0.202571
Amity,543530.5975,6969944.601,56,South,-27.393122954,153.440288220,0.99962339,0.202577
Amity,543531.7673,6969937.287,56,South,-27.393188946,153.440300313,0.99962339,0.202583
Amity,543532.8166,6969930.632,56,South,-27.393248993,153.440311164,0.99962339,0.202588
