point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.3016,6969912.117,56,South,-27.393415265,153.440589816,0.99962342,0.202718
Amity,543534.3302,6969930.54,56,South,-27.393249775,153.440326476,0.99962339,0.202595
Amity,543526.0702,6969936.369,56,South,-27.393197415,153.440242724,0.99962339,0.202556
Amity,543520.0001,6969940.885,56,South,-27.393156839,153.440181168,0.99962338,0.202528
Amity,543515.0932,6969944.232,56,South,-27.393126780,153.440131419,0.99962337,0.202505
Amity,543511.6607,6969946.71,56,South,-27.393104518,153.440096613,0.99962337,0.202489
Amity,543509.2956,6969948.306,56,South,-27.393090185,153.440072635,0.99962337,0.202477
Amity,543506.6597,6969950.261,56,South,-27.393072620,153.440045905,0.99962336,0.202465
Amity,543504.5544,6969951.606,56,South,-27.393060545,153.440024564,0.99962336,0.202455
Amity,543503.017,6969952.388,56,South,-27.393053534,153.440008986,0.99962336,0.202448
Amity,543533.9377,6969930.152,56,South,-27.393253290,153.440322520,0.99962339,0.202593
Amity,543525.1117,6969934.46,56,South,-27.393214680,153.440233098,0.99962338,0.202552
Amity,543517.1687,6969938.488,56,South,-27.393178569,153.440152616,0.99962338,0.202515
Amity,543512.125,6969940.829,56,South,-27.393157596,153.440101520,0.99962337,0.202491
Amity,543507.4729,6969942.923,56,South,-27.393138840,153.440054393,0.99962337,0.202469
Amity,543503.6151,6969944.519,56,South,-27.393124555,153.440015317,0.99962336,0.202451
Amity,543501.0106,6969946.717,56,South,-27.393104795,153.439988896,0.99962336,0.202439
Amity,543499.3872,6969947.638,56,South,-27.393096532,153.439972444,0.99962336,0.202431
Amity,543535.8225,6969931.85,56,South,-27.393237901,153.440341522,0.9996234,0.202602
Amity,543531.3902,6969942.111,56,South,-27.393145408,153.440296326,0.99962339,0.202581
Amity,543527.8856,6969949.397,56,South,-27.393079743,153.440260619,0.99962339,0.202564
Amity,543524.8499,6969956.649,56,South,-27.393014370,153.440229656,0.99962338,0.202549
Amity,543522.3651,6969962.521,56,South,-27.392961438,153.440204315,0.99962338,0.202537
Amity,543519.9843,6969967.749,56,South,-27.392914316,153.440180048,0.99962338,0.202526
Amity,543517.7964,6969972.765,56,South,-27.392869103,153.440157740,0.99962338,0.202515
Amity,543515.7111,6969977.544,56,South,-27.392826025,153.440136478,0.99962337,0.202505
Amity,543513.6644,6969981.666,56,South,-27.392788878,153.440115630,0.99962337,0.202495
Amity,543536.6346,6969932.28,56,South,-27.393233993,153.440349721,0.9996234,0.202606
Amity,543534.9167,6969944.442,56,South,-27.393124251,153.440331911,0.99962339,0.202597
Amity,543533.2898,6969955.279,56,South,-27.393026469,153.440315068,0.99962339,0.202589
