point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543532.0974,6969965.161,56,South,-27.392937294,153.440302655,0.99962339,0.202582
Amity,543530.4033,6969973.019,56,South,-27.392866407,153.440285239,0.99962339,0.202574
Amity,543529.429,6969979.637,56,South,-27.392806692,153.440275148,0.99962339,0.202569
Amity,543528.0789,6969986.459,56,South,-27.392745148,153.440261249,0.99962339,0.202562
Amity,543527.4267,6969992.744,56,South,-27.392688429,153.440254428,0.99962339,0.202558
Amity,543527.0521,6969999.872,56,South,-27.392624090,153.440250384,0.99962339,0.202556
Amity,543526.0538,6970003.919,56,South,-27.392587586,153.440240143,0.99962339,0.202551
Amity,543541.2531,6969936.867,56,South,-27.393192435,153.440396269,0.9996234,0.202627
Amity,543533.987,6969943.553,56,South,-27.393132307,153.440322539,0.99962339,0.202593
Amity,543526.7298,6969946.173,56,South,-27.393108885,153.440249045,0.99962339,0.202559
Amity,543518.941,6969951.089,56,South,-27.393064753,153.440170091,0.99962338,0.202522
Amity,543514.9383,6969954.571,56,South,-27.393033446,153.440129483,0.99962337,0.202503
Amity,543511.1618,6969957.229,56,South,-27.393009571,153.440091191,0.99962337,0.202485
Amity,543507.6363,6969960.243,56,South,-27.392982473,153.440055426,0.99962337,0.202469
Amity,543504.8216,6969961.435,56,South,-27.392971802,153.440026915,0.99962336,0.202456
Amity,543543.5549,6969945.897,56,South,-27.393110840,153.440419227,0.9996234,0.202637
Amity,543535.5241,6969948.018,56,South,-27.393091948,153.440337926,0.9996234,0.202599
Amity,543527.7032,6969949.51,56,South,-27.393078729,153.440258771,0.99962339,0.202563
Amity,543519.7332,6969952.62,56,South,-27.393050906,153.440178049,0.99962338,0.202526
Amity,543515.2825,6969953.05,56,South,-27.393047166,153.440133018,0.99962337,0.202505
Amity,543510.1138,6969954.417,56,South,-27.393034990,153.440080692,0.99962337,0.202481
Amity,543505.4903,6969955.886,56,South,-27.393021876,153.440033877,0.99962336,0.202459
Amity,543503.7734,6969956.553,56,South,-27.393015909,153.440016488,0.99962336,0.202451
Amity,543548.3805,6969955.205,56,South,-27.393026655,153.440467701,0.99962341,0.202659
Amity,543542.6293,6969963.787,56,South,-27.392949362,153.440409226,0.9996234,0.202631
Amity,543536.3937,6969971.691,56,South,-27.392878205,153.440345875,0.9996234,0.202602
Amity,543531.6021,6969977.07,56,South,-27.392829797,153.440297219,0.99962339,0.202579
Amity,543528.0622,6969981.785,56,South,-27.392787344,153.440261247,0.99962339,0.202562
Amity,543524.1824,6969986.454,56,South,-27.392745317,153.440221840,0.99962338,0.202544
Amity,543521.3633,6969991.273,56,South,-27.392701902,153.440193154,0.99962338,0.202530
Amity,543518.2158,6969994.795,56,South,-27.392670206,153.440161194,0.99962338,0.202515
Amity,543548.6181,6969963.213,56,South,-27.392954353,153.440469818,0.99962341,0.202659
Amity,543548.5102,6969957.298,56,South,-27.393007756,153.440468938,0.99962341,0.202659
Amity,543547.6195,6969951.178,56,South,-27.393063034,153.440460148,0.99962341,0.202656
Amity,543543.7214,6969943.17,56,South,-27.393135454,153.440421009,0.9996234,0.202638
Amity,543539.4882,6969934.531,56,South,-27.393213580,153.440378502,0.9996234,0.202619
Amity,543534.8713,6969930.658,56,South,-27.393248692,153.440331944,0.99962339,0.202598
Amity,543525.3292,6969928.976,56,South,-27.393264182,153.440235494,0.99962338,0.202554
Amity,543518.5542,6969927.589,56,South,-27.393276919,153.440167019,0.99962338,0.202522
Amity,543508.5926,6969929.335,56,South,-27.393261475,153.440066203,0.99962337,0.202476
Amity,543503.125,6969931.715,56,South,-27.393240163,153.440010817,0.99962336,0.202450
Amity,543495.5191,6969934.764,56,South,-27.393212880,153.439933781,0.99962335,0.202414
Amity,543488.2514,6969936.903,56,South,-27.393193801,153.439860197,0.99962334,0.202380
Amity,543498.1875,6969946.819,56,South,-27.393103964,153.439960339,0.99962336,0.202426
Amity,543502.4025,6969953.998,56,South,-27.393039019,153.440002714,0.99962336,0.202445
Amity,543505.684,6969963.746,56,South,-27.392950911,153.440035555,0.99962336,0.202459
Amity,543510.1296,6969975.704,56,South,-27.392842815,153.440080091,0.99962337,0.202479
Amity,543514.3745,6969987.903,56,South,-27.392732549,153.440122589,0.99962337,0.202498
Amity,543519.8595,6969994.531,56,South,-27.392672537,153.440177828,0.99962338,0.202523
Amity,543527.0482,6970004.387,56,South,-27.392583330,153.440250184,0.99962339,0.202556
Amity,543537.3931,6970013.698,56,South,-27.392498941,153.440354481,0.9996234,0.202603
Amity,543549.1755,6970022.847,56,South,-27.392415970,153.440473322,0.99962341,0.202657
