point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.2203,6969912.138,56,South,-27.393415078,153.440588993,0.99962342,0.202717
Amity,543531.2654,6969930.306,56,South,-27.393251985,153.440295486,0.99962339,0.202581
Amity,543526.1859,6969933.499,56,South,-27.393223321,153.440243997,0.99962339,0.202557
Amity,543521.4228,6969936.305,56,South,-27.393198141,153.440195721,0.99962338,0.202535
Amity,543517.8872,6969938.693,56,South,-27.393176696,153.440159876,0.99962338,0.202518
Amity,543510.5245,6969943.198,56,South,-27.393136260,153.440085247,0.99962337,0.202484
Amity,543534.6377,6969930.905,56,South,-27.393246470,153.440329573,0.99962339,0.202597
Amity,543531.8751,6969936.498,56,South,-27.393196065,153.440301431,0.99962339,0.202583
Amity,543529.2161,6969941.548,56,South,-27.393150560,153.440274357,0.99962339,0.202571
Amity,543526.7151,6969946.807,56,South,-27.393103162,153.440248873,0.99962339,0.202559
Amity,543523.6268,6969952.58,56,South,-27.393051143,153.440217431,0.99962338,0.202544
Amity,543520.2909,6969959.893,56,South,-27.392985229,153.440183430,0.99962338,0.202528
Amity,543535.6515,6969931.602,56,South,-27.393240145,153.440339802,0.9996234,0.202601
Amity,543533.9014,6969940.096,56,South,-27.393163519,153.440321797,0.99962339,0.202593
Amity,543532.6256,6969945.507,56,South,-27.393114710,153.440308700,0.99962339,0.202586
Amity,543531.4366,6969951.765,56,South,-27.393058252,153.440296450,0.99962339,0.202580
Amity,543530.4448,6969957.272,56,South,-27.393008567,153.440286222,0.99962339,0.202575
Amity,543529.0869,6969963.519,56,South,-27.392952214,153.440272265,0.99962339,0.202568
Amity,543526.665,6969971.159,56,South,-27.392883318,153.440247496,0.99962339,0.202556
Amity,543541.1609,6969937.111,56,South,-27.393190235,153.440395328,0.9996234,0.202627
Amity,543535.8861,6969940.563,56,South,-27.393159239,153.440341854,0.9996234,0.202602
Amity,543530.2397,6969946.239,56,South,-27.393108178,153.440284542,0.99962339,0.202575
Amity,543524.6372,6969950.527,56,South,-27.393069645,153.440227724,0.99962338,0.202549
Amity,543520.5497,6969954.208,56,South,-27.393036544,153.440186251,0.99962338,0.202529
Amity,543516.441,6969958.133,56,South,-27.393001241,153.440144554,0.99962337,0.202510
Amity,543545.5965,6969946.603,56,South,-27.393104401,153.440439851,0.99962341,0.202646
Amity,543541.2706,6969949.085,56,South,-27.393082132,153.440396009,0.9996234,0.202626
Amity,543535.9243,6969952.491,56,South,-27.393051554,153.440341814,0.9996234,0.202601
Amity,543528.4822,6969957.319,56,South,-27.393008205,153.440266370,0.99962339,0.202566
Amity,543525.0696,6969958.934,56,South,-27.392993734,153.440231797,0.99962338,0.202550
Amity,543518.3014,6969963.074,56,South,-27.392956575,153.440163194,0.99962338,0.202518
Amity,543548.0221,6969953.688,56,South,-27.393040362,153.440464131,0.99962341,0.202657
Amity,543542.5928,6969956.073,56,South,-27.393019004,153.440409132,0.9996234,0.202632
Amity,543532.3043,6969960.87,56,South,-27.392976026,153.440304901,0.99962339,0.202583
Amity,543529.6857,6969962.343,56,South,-27.392962811,153.440278363,0.99962339,0.202571
Amity,543526.2895,6969963.415,56,South,-27.392953242,153.440243975,0.99962339,0.202555
Amity,543519.9574,6969966.547,56,South,-27.392925169,153.440179819,0.99962338,0.202526
Amity,543548.1532,6969953.662,56,South,-27.393040592,153.440465458,0.99962341,0.202658
Amity,543546.5863,6969948.112,56,South,-27.393090747,153.440449808,0.99962341,0.202651
Amity,543544.1157,6969944.182,56,South,-27.393126305,153.440424961,0.9996234,0.202640
Amity,543542.7878,6969939.956,56,South,-27.393164499,153.440411681,0.9996234,0.202634
Amity,543541.0318,6969936.998,56,South,-27.393191259,153.440394026,0.9996234,0.202626
Amity,543538.1277,6969933.671,56,South,-27.393221387,153.440364773,0.9996234,0.202613
Amity,543534.7897,6969931.105,56,South,-27.393244659,153.440331103,0.99962339,0.202597
Amity,543528.4376,6969929.268,56,South,-27.393261446,153.440266922,0.99962339,0.202568
Amity,543522.9904,6969928.775,56,South,-27.393266071,153.440211846,0.99962338,0.202543
Amity,543517.8976,6969928.464,56,South,-27.393269041,153.440160347,0.99962338,0.202519
Amity,543511.9164,6969929.577,56,South,-27.393259184,153.440099812,0.99962337,0.202491
Amity,543505.6237,6969931.131,56,South,-27.393245355,153.440036111,0.99962336,0.202462
Amity,543498.6135,6969933.572,56,South,-27.393223542,153.439965121,0.99962336,0.202429
Amity,543492.9703,6969935.021,56,South,-27.393210641,153.439907992,0.99962335,0.202402
Amity,543495.4361,6969938.545,56,South,-27.393178748,153.439932806,0.99962335,0.202414
Amity,543499.8337,6969943.786,56,South,-27.393131293,153.439977097,0.99962336,0.202434
Amity,543503.7281,6969948.878,56,South,-27.393085199,153.440016304,0.99962336,0.202451
Amity,543507.0642,6969953.525,56,South,-27.393043140,153.440049880,0.99962336,0.202467
Amity,543509.7925,6969958.46,56,South,-27.392998501,153.440077298,0.99962337,0.202479
Amity,543515.5751,6969964.397,56,South,-27.392944718,153.440135572,0.99962337,0.202505
Amity,543520.9249,6969970.637,56,South,-27.392888214,153.440189458,0.99962338,0.202530
Amity,543526.9869,6969977.742,56,South,-27.392823878,153.440250516,0.99962339,0.202557
Amity,543535.4547,6969985.615,56,South,-27.392752532,153.440335880,0.9996234,0.202596
