point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.3249,6969912.111,56,South,-27.393415318,153.440590052,0.99962342,0.202718
Amity,543534.2058,6969930.664,56,South,-27.393248659,153.440325213,0.99962339,0.202595
Amity,543528.8953,6969934.321,56,South,-27.393215814,153.440271371,0.99962339,0.202570
Amity,543524.3705,6969937.671,56,South,-27.393185715,153.440225486,0.99962338,0.202548
Amity,543520.111,6969940.988,56,South,-27.393155906,153.440182286,0.99962338,0.202528
Amity,543515.6253,6969943.744,56,South,-27.393131168,153.440136818,0.99962337,0.202507
Amity,543511.7157,6969946.761,56,South,-27.393104056,153.440097168,0.99962337,0.202489
Amity,543510.5551,6969947.418,56,South,-27.393098162,153.440085406,0.99962337,0.202483
Amity,543508.4603,6969948.867,56,South,-27.393085148,153.440064167,0.99962337,0.202473
Amity,543506.0907,6969950.346,56,South,-27.393071871,153.440040147,0.99962336,0.202462
Amity,543503.9383,6969951.557,56,South,-27.393061007,153.440018334,0.99962336,0.202452
Amity,543502.4785,6969952.07,56,South,-27.393056422,153.440003551,0.99962336,0.202445
Amity,543533.9989,6969930.261,56,South,-27.393252304,153.440323135,0.99962339,0.202594
Amity,543527.1921,6969933.311,56,South,-27.393224987,153.440254180,0.99962339,0.202562
Amity,543522.2367,6969935.669,56,South,-27.393203857,153.440203976,0.99962338,0.202539
Amity,543517.2693,6969938.448,56,South,-27.393178927,153.440153635,0.99962338,0.202515
Amity,543513.0566,6969940.533,56,South,-27.393160239,153.440110953,0.99962337,0.202496
Amity,543509.1745,6969941.504,56,South,-27.393151597,153.440071654,0.99962337,0.202477
Amity,543507.8545,6969942.049,56,South,-27.393146719,153.440058283,0.99962337,0.202471
Amity,543505.2221,6969943.9,56,South,-27.393130092,153.440031593,0.99962336,0.202459
Amity,543502.5214,6969945.416,56,South,-27.393116492,153.440004223,0.99962336,0.202446
Amity,543500.029,6969946.616,56,South,-27.393105738,153.439978971,0.99962336,0.202434
Amity,543535.7077,6969931.568,56,South,-27.393240450,153.440340371,0.9996234,0.202602
Amity,543532.3344,6969939.359,56,South,-27.393170222,153.440305975,0.99962339,0.202585
Amity,543530.0033,6969945.16,56,South,-27.393117926,153.440282190,0.99962339,0.202574
Amity,543527.3674,6969951.103,56,South,-27.393064358,153.440255317,0.99962339,0.202561
Amity,543524.0565,6969958.058,56,South,-27.393001675,153.440221581,0.99962338,0.202545
Amity,543521.4838,6969963.989,56,South,-27.392948213,153.440195349,0.99962338,0.202533
Amity,543519.8803,6969968.498,56,South,-27.392907558,153.440178969,0.99962338,0.202525
Amity,543516.8235,6969974.605,56,South,-27.392852523,153.440147834,0.99962338,0.202510
Amity,543514.9828,6969979.366,56,South,-27.392809600,153.440129047,0.99962337,0.202501
Amity,543513.1684,6969983.604,56,South,-27.392771398,153.440110544,0.99962337,0.202493
Amity,543511.6644,6969986.054,56,South,-27.392749328,153.440095245,0.99962337,0.202485
Amity,543536.5781,6969932.107,56,South,-27.393235556,153.440349156,0.9996234,0.202606
Amity,543535.1036,6969940.808,56,South,-27.393157052,153.440333931,0.99962339,0.202598
Amity,543534.3542,6969947.549,56,South,-27.393096220,153.440326110,0.99962339,0.202594
Amity,543532.7056,6969956.845,56,South,-27.393012350,153.440309104,0.99962339,0.202586
Amity,543531.3845,6969965.504,56,South,-27.392934220,153.440295432,0.99962339,0.202579
Amity,543531.0437,6969971.722,56,South,-27.392878096,153.440291763,0.99962339,0.202577
Amity,543529.7178,6969977.415,56,South,-27.392826743,153.440278149,0.99962339,0.202570
Amity,543528.5829,6969985.125,56,South,-27.392757175,153.440266394,0.99962339,0.202564
Amity,543527.4696,6969992.3,56,South,-27.392692436,153.440254878,0.99962339,0.202559
Amity,543526.2709,6969998.985,56,South,-27.392632123,153.440242515,0.99962339,0.202552
Amity,543525.589,6970004.668,56,South,-27.392580839,153.440235415,0.99962338,0.202549
Amity,543541.2676,6969936.599,56,South,-27.393194854,153.440396426,0.9996234,0.202627
Amity,543532.1542,6969943.279,56,South,-27.393134839,153.440304012,0.99962339,0.202584
Amity,543524.8042,6969947.221,56,South,-27.393099486,153.440229531,0.99962338,0.202550
Amity,543519.1801,6969950.981,56,South,-27.393065721,153.440172514,0.99962338,0.202523
Amity,543514.1386,6969954.297,56,South,-27.393035945,153.440121404,0.99962337,0.202499
Amity,543513.6057,6969956.873,56,South,-27.393012707,153.440115922,0.99962337,0.202497
Amity,543510.4224,6969960.231,56,South,-27.392982493,153.440083606,0.99962337,0.202482
Amity,543507.4935,6969963.184,56,South,-27.392955927,153.440053877,0.99962337,0.202468
Amity,543505.182,6969963.753,56,South,-27.392950864,153.440030477,0.99962336,0.202457
Amity,543546.6288,6969947.188,56,South,-27.393099087,153.440450271,0.99962341,0.202651
Amity,543541.6645,6969952.032,56,South,-27.393055515,153.440399888,0.9996234,0.202628
Amity,543536.6643,6969957.991,56,South,-27.393001878,153.440349102,0.9996234,0.202604
Amity,543533.5283,6969961.615,56,South,-27.392969261,153.440317254,0.99962339,0.202589
Amity,543530.8822,6969963.426,56,South,-27.392952996,153.440290426,0.99962339,0.202577
Amity,543525.9445,6969966.304,56,South,-27.392927171,153.440240382,0.99962339,0.202553
Amity,543523.7178,6969970.621,56,South,-27.392888269,153.440217707,0.99962338,0.202543
Amity,543519.905,6969975.361,56,South,-27.392845599,153.440178974,0.99962338,0.202525
Amity,543515.1213,6969980.129,56,South,-27.392802707,153.440130420,0.99962337,0.202502
Amity,543512.5547,6969982.002,56,South,-27.392785880,153.440104394,0.99962337,0.202490
Amity,543549.4626,6969954.126,56,South,-27.393036361,153.440478685,0.99962341,0.202664
Amity,543545.5226,6969959.495,56,South,-27.392988017,153.440438642,0.99962341,0.202645
Amity,543542.278,6969963.851,56,South,-27.392948795,153.440405670,0.9996234,0.202630
Amity,543539.793,6969967.424,56,South,-27.392916618,153.440380409,0.9996234,0.202618
Amity,543537.1979,6969970.673,56,South,-27.392887370,153.440354045,0.9996234,0.202605
Amity,543533.2911,6969976.146,56,South,-27.392838085,153.440314335,0.99962339,0.202587
Amity,543528.4803,6969982.484,56,South,-27.392781020,153.440265451,0.99962339,0.202564
Amity,543524.7725,6969987.544,56,South,-27.392735458,153.440227769,0.99962338,0.202546
Amity,543519.0683,6969995.625,56,South,-27.392662686,153.440169787,0.99962338,0.202519
Amity,543552.8494,6969961.229,56,South,-27.392972129,153.440512685,0.99962341,0.202679
Amity,543550.8589,6969965.412,56,South,-27.392934429,153.440492403,0.99962341,0.202669
Amity,543549.9675,6969967.499,56,South,-27.392915616,153.440483313,0.99962341,0.202665
Amity,543548.3021,6969972.147,56,South,-27.392873708,153.440466302,0.99962341,0.202657
Amity,543546.2264,6969978.161,56,South,-27.392819481,153.440445093,0.99962341,0.202647
Amity,543541.5634,6969987.213,56,South,-27.392737910,153.440397607,0.9996234,0.202625
Amity,543537.761,6969995.289,56,South,-27.392665123,153.440358860,0.9996234,0.202606
Amity,543535.0024,6970002.615,56,South,-27.392599073,153.440330697,0.99962339,0.202593
Amity,543531.946,6970010.394,56,South,-27.392528943,153.440299506,0.99962339,0.202578
Amity,543537.3127,6970015.265,56,South,-27.392484797,153.440353611,0.9996234,0.202603
Amity,543544.6673,6970019.485,56,South,-27.392446465,153.440427846,0.99962341,0.202636
Amity,543523.1028,6970000.318,56,South,-27.392620190,153.440210425,0.99962338,0.202538
Amity,543518.1492,6969994.527,56,South,-27.392672628,153.440160530,0.99962338,0.202515
Amity,543513.6149,6969987.086,56,South,-27.392739949,153.440114935,0.99962337,0.202494
Amity,543510.4495,6969978.162,56,South,-27.392820614,153.440083239,0.99962337,0.202480
Amity,543507.0452,6969970.082,56,South,-27.392893667,153.440049096,0.99962336,0.202465
Amity,543505.3357,6969963.712,56,South,-27.392951229,153.440032033,0.99962336,0.202458
Amity,543504.4852,6969955.331,56,South,-27.393026918,153.440023731,0.99962336,0.202454
Amity,543500.6497,6969947.466,56,South,-27.393098045,153.439985219,0.99962336,0.202437
Amity,543495.4678,6969941.465,56,South,-27.393152386,153.439933022,0.99962335,0.202414
Amity,543492.1328,6969936.894,56,South,-27.393193758,153.439899455,0.99962335,0.202398
Amity,543494.2262,6969935.356,56,South,-27.393207576,153.439920683,0.99962335,0.202408
Amity,543499.5061,6969933.539,56,South,-27.393223812,153.439974150,0.99962336,0.202433
Amity,543503.1827,6969931.679,56,South,-27.393240486,153.440011402,0.99962336,0.202450
Amity,543505.4433,6969930.849,56,South,-27.393247907,153.440034296,0.99962336,0.202461
Amity,543509.3944,6969929.459,56,South,-27.393260330,153.440074308,0.99962337,0.202479
Amity,543513.0221,6969929.137,56,South,-27.393263121,153.440111011,0.99962337,0.202496
Amity,543518.0964,6969928.461,56,South,-27.393269062,153.440162358,0.99962338,0.202520
Amity,543522.6143,6969928.555,56,South,-27.393268069,153.440208050,0.99962338,0.202541
Amity,543528.2654,6969929.601,56,South,-27.393258446,153.440265169,0.99962339,0.202567
Amity,543532.2638,6969930.534,56,South,-27.393249895,153.440305576,0.99962339,0.202586
Amity,543536.7924,6969932.487,56,South,-27.393232119,153.440351309,0.9996234,0.202607
Amity,543540.0272,6969935.574,56,South,-27.393204147,153.440383917,0.9996234,0.202621
Amity,543542.6569,6969939.219,56,South,-27.393171157,153.440410383,0.9996234,0.202633
Amity,543543.7142,6969943.255,56,South,-27.393134686,153.440420933,0.9996234,0.202638
Amity,543546.3301,6969947.123,56,South,-27.393099683,153.440447252,0.99962341,0.202650
Amity,543548.1354,6969952.36,56,South,-27.393052347,153.440465324,0.99962341,0.202658
