point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543531.372,6969961.897,56,South,-27.392966784,153.440295435,0.99962339,0.202579
Amity,543527.6758,6969962.864,56,South,-27.392958172,153.440258016,0.99962339,0.202562
Amity,543522.6732,6969965.1,56,South,-27.392938145,153.440207339,0.99962338,0.202538
Amity,543514.884,6969968.816,56,South,-27.392904847,153.440128424,0.99962337,0.202502
Amity,543548.5844,6969953.832,56,South,-27.393039044,153.440469813,0.99962341,0.202660
Amity,543547.326,6969949.928,56,South,-27.393074329,153.440457225,0.99962341,0.202654
Amity,543546.0114,6969946.733,56,South,-27.393103214,153.440444043,0.99962341,0.202648
Amity,543543.7024,6969942.908,56,South,-27.393137820,153.440420826,0.9996234,0.202638
Amity,543541.3302,6969937.552,56,South,-27.393186248,153.440397025,0.9996234,0.202627
Amity,543538.0975,6969933.448,56,South,-27.393223402,153.440364475,0.9996234,0.202613
Amity,543535.4254,6969931.282,56,South,-27.393243041,153.440337526,0.9996234,0.202600
Amity,543529.84,6969929.853,56,South,-27.393256120,153.440281086,0.99962339,0.202574
Amity,543523.2966,6969928.577,56,South,-27.393267849,153.440214950,0.99962338,0.202544
Amity,543518.1728,6969928.379,56,South,-27.393269800,153.440163134,0.99962338,0.202520
Amity,543512.6687,6969928.988,56,South,-27.393264477,153.440107442,0.99962337,0.202495
Amity,543506.4098,6969930.03,56,South,-27.393255270,153.440044101,0.99962336,0.202465
Amity,543501.1823,6969931.409,56,South,-27.393242987,153.439991180,0.99962336,0.202441
Amity,543497.2063,6969932.887,56,South,-27.393229771,153.439950913,0.99962335,0.202422
Amity,543491.2574,6969933.935,56,South,-27.393220500,153.439890707,0.99962335,0.202395
Amity,543485.9064,6969935.886,56,South,-27.393203057,153.439836516,0.99962334,0.202370
Amity,543489.6116,6969940.305,56,South,-27.393163045,153.439873833,0.99962335,0.202386
Amity,543493.5155,6969946.641,56,South,-27.393105720,153.439913092,0.99962335,0.202404
Amity,543500.403,6969953.586,56,South,-27.393042802,153.439982505,0.99962336,0.202436
Amity,543506.9074,6969962.137,56,South,-27.392965398,153.440047986,0.99962336,0.202465
Amity,543514.1907,6969972.234,56,South,-27.392874012,153.440121290,0.99962337,0.202498
Amity,543523.351,6969982.28,56,South,-27.392783026,153.440213580,0.99962338,0.202540
Amity,543533.825,6969991.711,56,South,-27.392697550,153.440319179,0.99962339,0.202588
Amity,543544.57,6969999.002,56,South,-27.392631385,153.440427594,0.99962341,0.202638
