Amity,NaN,NaN,56,South
Amity,543560.3016,6969912.117,56,South
Amity,543534.3302,6969930.54,56,South
Amity,543526.0702,6969936.369,56,South
Amity,543520.0001,6969940.885,56,South
Amity,543515.0932,6969944.232,56,South
Amity,543511.6607,6969946.71,56,South
Amity,543509.2956,6969948.306,56,South
Amity,543506.6597,6969950.261,56,South
Amity,543504.5544,6969951.606,56,South
Amity,543503.017,6969952.388,56,South
Amity,543533.9377,6969930.152,56,South
Amity,543525.1117,6969934.46,56,South
Amity,543517.1687,6969938.488,56,South
Amity,543512.125,6969940.829,56,South
Amity,543507.4729,6969942.923,56,South
Amity,543503.6151,6969944.519,56,South
Amity,543501.0106,6969946.717,56,South
Amity,543499.3872,6969947.638,56,South
Amity,543535.8225,6969931.85,56,South
Amity,543531.3902,6969942.111,56,South
Amity,543527.8856,6969949.397,56,South
Amity,543524.8499,6969956.649,56,South
Amity,543522.3651,6969962.521,56,South
Amity,543519.9843,6969967.749,56,South
Amity,543517.7964,6969972.765,56,South
Amity,543515.7111,6969977.544,56,South
Amity,543513.6644,6969981.666,56,South
Amity,543536.6346,6969932.28,56,South
Amity,543534.9167,6969944.442,56,South
Amity,543533.2898,6969955.279,56,South
Amity,543532.0974,6969965.161,56,South
Amity,543530.4033,6969973.019,56,South
Amity,543529.429,6969979.637,56,South
Amity,543528.0789,6969986.459,56,South
Amity,543527.4267,6969992.744,56,South
Amity,543527.0521,6969999.872,56,South
Amity,543526.0538,6970003.919,56,South
Amity,543541.2531,6969936.867,56,South
Amity,543533.987,6969943.553,56,South
Amity,543526.7298,6969946.173,56,South
Amity,543518.941,6969951.089,56,South
Amity,543514.9383,6969954.571,56,South
Amity,543511.1618,6969957.229,56,South
Amity,543507.6363,6969960.243,56,South
Amity,543504.8216,6969961.435,56,South
Amity,543543.5549,6969945.897,56,South
Amity,543535.5241,6969948.018,56,South
Amity,543527.7032,6969949.51,56,South
Amity,543519.7332,6969952.62,56,South
Amity,543515.2825,6969953.05,56,South
Amity,543510.1138,6969954.417,56,South
Amity,543505.4903,6969955.886,56,South
Amity,543503.7734,6969956.553,56,South
Amity,543548.3805,6969955.205,56,South
Amity,543542.6293,6969963.787,56,South
Amity,543536.3937,6969971.691,56,South
Amity,543531.6021,6969977.07,56,South
Amity,543528.0622,6969981.785,56,South
Amity,543524.1824,6969986.454,56,South
Amity,543521.3633,6969991.273,56,South
Amity,543518.2158,6969994.795,56,South
Amity,543548.6181,6969963.213,56,South
Amity,543548.5102,6969957.298,56,South
Amity,543547.6195,6969951.178,56,South
Amity,543543.7214,6969943.17,56,South
Amity,543539.4882,6969934.531,56,South
Amity,543534.8713,6969930.658,56,South
Amity,543525.3292,6969928.976,56,South
Amity,543518.5542,6969927.589,56,South
Amity,543508.5926,6969929.335,56,South
Amity,543503.125,6969931.715,56,South
Amity,543495.5191,6969934.764,56,South
Amity,543488.2514,6969936.903,56,South
Amity,543498.1875,6969946.819,56,South
Amity,543502.4025,6969953.998,56,South
Amity,543505.684,6969963.746,56,South
Amity,543510.1296,6969975.704,56,South
Amity,543514.3745,6969987.903,56,South
Amity,543519.8595,6969994.531,56,South
Amity,543527.0482,6970004.387,56,South
Amity,543537.3931,6970013.698,56,South
Amity,543549.1755,6970022.847,56,South
