Amity,NaN,NaN,56,South
Amity,543560.3168,6969912.113,56,South
Amity,543529.4246,6969933.895,56,South
Amity,543523.8177,6969937.006,56,South
Amity,543517.9804,6969942.234,56,South
Amity,543512.7965,6969946.162,56,South
Amity,543508.1283,6969949.544,56,South
Amity,543504.1122,6969952.52,56,South
Amity,543499.5521,6969955.78,56,South
Amity,543495.9337,6969957.952,56,South
Amity,543492.5261,6969959.693,56,South
Amity,543533.8313,6969930.444,56,South
Amity,543526.9989,6969933.97,56,South
Amity,543520.5779,6969936.757,56,South
Amity,543515.5634,6969939.114,56,South
Amity,543511.0536,6969941.489,56,South
Amity,543506.9191,6969943.588,56,South
Amity,543502.3232,6969945.827,56,South
Amity,543498.3604,6969947.292,56,South
Amity,543494.6582,6969948.577,56,South
Amity,543491.7429,6969950.42,56,South
Amity,543541.7741,6969936.888,56,South
Amity,543537.5296,6969940.609,56,South
Amity,543534.0707,6969942.654,56,South
Amity,543529.9113,6969944.582,56,South
Amity,543524.7745,6969949.34,56,South
Amity,543521.5821,6969951.756,56,South
Amity,543518.6941,6969953.697,56,South
Amity,543513.7542,6969956.843,56,South
Amity,543507.9911,6969961.979,56,South
Amity,543500.3149,6969967.123,56,South
Amity,543546.6151,6969947.354,56,South
Amity,543542.4152,6969951.524,56,South
Amity,543538.0123,6969955.758,56,South
Amity,543535.0354,6969959.189,56,South
Amity,543533.3881,6969962.205,56,South
Amity,543531.2108,6969964.264,56,South
Amity,543526.1008,6969967.598,56,South
Amity,543520.3186,6969975.63,56,South
Amity,543513.6376,6969982.306,56,South
Amity,543548.7507,6969953.373,56,South
Amity,543544.1909,6969955.412,56,South
Amity,543540.962,6969957.142,56,South
Amity,543536.8794,6969958.864,56,South
Amity,543531.8224,6969961.376,56,South
Amity,543529.1592,6969962.897,56,South
Amity,543523.2741,6969965.64,56,South
Amity,543515.0067,6969969.287,56,South
Amity,543506.0414,6969973.496,56,South
Amity,543502.8929,6969975.295,56,South
Amity,543552.5704,6969959.368,56,South
Amity,543549.7666,6969960.878,56,South
Amity,543547.8365,6969962.494,56,South
Amity,543545.6537,6969964.712,56,South
Amity,543543.4643,6969966.269,56,South
Amity,543539.503,6969968.986,56,South
Amity,543533.5343,6969973.842,56,South
Amity,543524.2304,6969980.037,56,South
Amity,543515.153,6969986.463,56,South
Amity,543550.5484,6969950.022,56,South
Amity,543547.7452,6969951.251,56,South
Amity,543546.0793,6969946.827,56,South
Amity,543543.5811,6969942.205,56,South
Amity,543539.8515,6969935.475,56,South
Amity,543535.5792,6969931.417,56,South
Amity,543529.478,6969929.506,56,South
Amity,543523.1738,6969928.692,56,South
Amity,543516.7135,6969928.846,56,South
Amity,543510.5905,6969929.099,56,South
Amity,543503.1975,6969930.932,56,South
Amity,543495.9657,6969933.324,56,South
Amity,543488.9512,6969933.973,56,South
Amity,543483.0814,6969934.993,56,South
Amity,543477.938,6969935.307,56,South
Amity,543480.3243,6969941.669,56,South
Amity,543483.4542,6969947.376,56,South
Amity,543487.3857,6969952.737,56,South
Amity,543490.1593,6969958.419,56,South
Amity,543493.6992,6969964.809,56,South
Amity,543498.0944,6969971.345,56,South
Amity,543502.8733,6969976.911,56,South
Amity,543508.4943,6969982.174,56,South
Amity,543512.4073,6969988.176,56,South
Amity,543516.6776,6969993.653,56,South
Amity,543521.2335,6969999.329,56,South
Amity,543527.8149,6970005.511,56,South
Amity,543534.0289,6970011.017,56,South
Amity,543539.375,6970013.985,56,South
Amity,543544.8947,6970016.481,56,South
Amity,543550.7392,6970019.608,56,South
Amity,543555.7948,6970023.803,56,South
Amity,543502.0601,6969926.965,56,South
Amity,543560.3307,6969912.129,56,South
