point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.2937,6969912.119,56,South,-27.393415247,153.440589736,0.99962342,0.202718
Amity,543534.0438,6969930.555,56,South,-27.393249649,153.440323579,0.99962339,0.202594
Amity,543528.4926,6969934.609,56,South,-27.393213227,153.440267288,0.99962339,0.202568
Amity,543522.5824,6969938.665,56,South,-27.393176799,153.440207365,0.99962338,0.202540
Amity,543517.2982,6969942.332,56,South,-27.393143862,153.440153789,0.99962338,0.202515
Amity,543512.761,6969946.063,56,South,-27.393110324,153.440107765,0.99962337,0.202494
Amity,543508.6416,6969949.009,56,South,-27.393083860,153.440065995,0.99962337,0.202474
Amity,543504.2241,6969952.021,56,South,-27.393056809,153.440021208,0.99962336,0.202454
Amity,543500.607,6969954.134,56,South,-27.393037848,153.439984549,0.99962336,0.202437
Amity,543498.0732,6969955.304,56,South,-27.393027367,153.439958880,0.99962336,0.202425
Amity,543533.8092,6969930.121,56,South,-27.393253574,153.440321221,0.99962339,0.202593
Amity,543524.8924,6969934.146,56,South,-27.393217522,153.440230891,0.99962338,0.202551
Amity,543518.3973,6969937.412,56,South,-27.393188244,153.440165081,0.99962338,0.202521
Amity,543511.9795,6969940.393,56,South,-27.393161537,153.440100064,0.99962337,0.202491
Amity,543505.3233,6969943.334,56,South,-27.393135199,153.440032636,0.99962336,0.202459
Amity,543500.2849,6969945.162,56,South,-27.393118856,153.439981612,0.99962336,0.202436
Amity,543496.0109,6969946.695,56,South,-27.393105153,153.439938329,0.99962335,0.202416
Amity,543535.7998,6969931.931,56,South,-27.393237170,153.440341290,0.9996234,0.202602
Amity,543531.5547,6969941.318,56,South,-27.393152562,153.440298018,0.99962339,0.202582
Amity,543528.2717,6969948.703,56,South,-27.393085996,153.440264549,0.99962339,0.202566
Amity,543525.2888,6969955.37,56,South,-27.393025903,153.440234141,0.99962338,0.202551
Amity,543522.7983,6969961.572,56,South,-27.392969992,153.440208730,0.99962338,0.202539
Amity,543520.4433,6969966.704,56,South,-27.392923736,153.440184728,0.99962338,0.202528
Amity,543518.1141,6969971.977,56,South,-27.392876207,153.440160981,0.99962338,0.202517
Amity,543515.7469,6969976.018,56,South,-27.392839801,153.440136894,0.99962337,0.202505
Amity,543537.8814,6969932.916,56,South,-27.393228211,153.440362308,0.9996234,0.202612
Amity,543540.1453,6969943.193,56,South,-27.393135360,153.440384838,0.9996234,0.202621
Amity,543541.5435,6969953.202,56,South,-27.393044956,153.440398622,0.9996234,0.202627
Amity,543543.839,6969965.741,56,South,-27.392931683,153.440421391,0.9996234,0.202637
Amity,543543.5897,6969974.515,56,South,-27.392852481,153.440418555,0.9996234,0.202635
Amity,543544.6552,6969982.282,56,South,-27.392782328,153.440429054,0.99962341,0.202639
Amity,543544.9766,6969989.888,56,South,-27.392713652,153.440432033,0.99962341,0.202640
Amity,543545.8991,6969997.749,56,South,-27.392642655,153.440441082,0.99962341,0.202644
Amity,543545.2151,6970003.88,56,South,-27.392587327,153.440433945,0.99962341,0.202640
Amity,543541.2946,6969936.472,56,South,-27.393195999,153.440396703,0.9996234,0.202627
Amity,543534.7505,6969941.292,56,South,-27.393152694,153.440330342,0.99962339,0.202596
