point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543528.6648,6969944.859,56,South,-27.393120686,153.440268663,0.99962339,0.202568
Amity,543522.8978,6969949.404,56,South,-27.393079839,153.440210172,0.99962338,0.202541
Amity,543516.2196,6969953.859,56,South,-27.393039833,153.440142468,0.99962337,0.202509
Amity,543510.8139,6969956.474,56,South,-27.393016398,153.440087700,0.99962337,0.202484
Amity,543506.9874,6969958.819,56,South,-27.392995350,153.440048914,0.99962336,0.202466
Amity,543503.1056,6969962.019,56,South,-27.392966584,153.440009538,0.99962336,0.202448
Amity,543498.7202,6969965.158,56,South,-27.392938386,153.439965071,0.99962336,0.202427
Amity,543543.7014,6969946.054,56,South,-27.393109418,153.440420703,0.9996234,0.202638
Amity,543536.0243,6969948.096,56,South,-27.393091228,153.440342982,0.9996234,0.202602
Amity,543529.7852,6969949.571,56,South,-27.393078111,153.440279826,0.99962339,0.202573
Amity,543524.1815,6969951.139,56,South,-27.393064135,153.440223093,0.99962338,0.202546
Amity,543516.8117,6969953.198,56,South,-27.393045782,153.440148480,0.99962338,0.202512
Amity,543510.0445,6969954.92,56,South,-27.393030452,153.440079973,0.99962337,0.202480
Amity,543505.2647,6969956.683,56,South,-27.393014688,153.440031567,0.99962336,0.202458
Amity,543501.4893,6969958.119,56,South,-27.393001844,153.439993330,0.99962336,0.202440
Amity,543498.5314,6969959.754,56,South,-27.392987178,153.439963355,0.99962336,0.202426
Amity,543546.1532,6969956.76,56,South,-27.393012688,153.440445118,0.99962341,0.202648
Amity,543539.1983,6969962.077,56,South,-27.392964909,153.440374585,0.9996234,0.202615
Amity,543533.6897,6969966.054,56,South,-27.392929181,153.440318728,0.99962339,0.202590
Amity,543529.5606,6969971.617,56,South,-27.392879091,153.440276766,0.99962339,0.202570
Amity,543523.6736,6969977.788,56,South,-27.392823568,153.440217003,0.99962338,0.202542
Amity,543519.9725,6969981.111,56,South,-27.392793687,153.440179451,0.99962338,0.202525
Amity,543517.4127,6969983.632,56,South,-27.392771010,153.440153470,0.99962338,0.202512
Amity,543515.5704,6969985.729,56,South,-27.392752137,153.440134762,0.99962337,0.202504
Amity,543527.9718,6969996.832,56,South,-27.392651505,153.440259795,0.99962339,0.202561
Amity,543523.5194,6969991.457,56,South,-27.392700172,153.440214955,0.99962338,0.202540
Amity,543517.919,6969986.226,56,South,-27.392747575,153.440158499,0.99962338,0.202515
Amity,543511.9944,6969978.363,56,South,-27.392818750,153.440098857,0.99962337,0.202488
Amity,543508.1502,6969970.905,56,South,-27.392886202,153.440060243,0.99962337,0.202470
Amity,543504.6509,6969965.97,56,South,-27.392930866,153.440025027,0.99962336,0.202454
Amity,543500.6103,6969960.081,56,South,-27.392984160,153.439984370,0.99962336,0.202436
Amity,543495.8646,6969953.71,56,South,-27.393041828,153.439936598,0.99962335,0.202414
Amity,543492.2369,6969947.447,56,South,-27.393098484,153.439900131,0.99962335,0.202398
Amity,543490.3675,6969942.204,56,South,-27.393145877,153.439881411,0.99962335,0.202390
Amity,543487.614,6969937.399,56,South,-27.393189343,153.439853733,0.99962334,0.202377
Amity,543547.8779,6969954.019,56,South,-27.393037378,153.440462660,0.99962341,0.202656
Amity,543545.5624,6969948.147,56,South,-27.393090463,153.440439451,0.99962341,0.202646
Amity,543542.3945,6969940.991,56,South,-27.393155168,153.440407666,0.9996234,0.202632
Amity,543539.7793,6969935.532,56,South,-27.393204534,153.440381411,0.9996234,0.202620
Amity,543535.6956,6969931.485,56,South,-27.393241200,153.440340252,0.9996234,0.202602
Amity,543528.5611,6969929.248,56,South,-27.393261623,153.440268172,0.99962339,0.202569
Amity,543522.3602,6969928.514,56,South,-27.393268447,153.440205481,0.99962338,0.202540
Amity,543517.4792,6969928.826,56,South,-27.393265786,153.440156102,0.99962338,0.202517
Amity,543510.2188,6969929.127,56,South,-27.393263301,153.440082658,0.99962337,0.202483
Amity,543503.2191,6969931.057,56,South,-27.393246100,153.440011793,0.99962336,0.202450
Amity,543497.0527,6969933.198,56,South,-27.393226968,153.439949348,0.99962335,0.202422
Amity,543492.8464,6969933.992,56,South,-27.393219934,153.439906776,0.99962335,0.202402
Amity,543489.7455,6969933.842,56,South,-27.393221387,153.439875418,0.99962335,0.202388
