Amity,NaN,NaN,56,South
Amity,543560.2203,6969912.138,56,South
Amity,543531.2654,6969930.306,56,South
Amity,543526.1859,6969933.499,56,South
Amity,543521.4228,6969936.305,56,South
Amity,543517.8872,6969938.693,56,South
Amity,543510.5245,6969943.198,56,South
Amity,543534.6377,6969930.905,56,South
Amity,543531.8751,6969936.498,56,South
Amity,543529.2161,6969941.548,56,South
Amity,543526.7151,6969946.807,56,South
Amity,543523.6268,6969952.58,56,South
Amity,543520.2909,6969959.893,56,South
Amity,543535.6515,6969931.602,56,South
Amity,543533.9014,6969940.096,56,South
Amity,543532.6256,6969945.507,56,South
Amity,543531.4366,6969951.765,56,South
Amity,543530.4448,6969957.272,56,South
Amity,543529.0869,6969963.519,56,South
Amity,543526.665,6969971.159,56,South
Amity,543541.1609,6969937.111,56,South
Amity,543535.8861,6969940.563,56,South
Amity,543530.2397,6969946.239,56,South
Amity,543524.6372,6969950.527,56,South
Amity,543520.5497,6969954.208,56,South
Amity,543516.441,6969958.133,56,South
Amity,543545.5965,6969946.603,56,South
Amity,543541.2706,6969949.085,56,South
Amity,543535.9243,6969952.491,56,South
Amity,543528.4822,6969957.319,56,South
Amity,543525.0696,6969958.934,56,South
Amity,543518.3014,6969963.074,56,South
Amity,543548.0221,6969953.688,56,South
Amity,543542.5928,6969956.073,56,South
Amity,543532.3043,6969960.87,56,South
Amity,543529.6857,6969962.343,56,South
Amity,543526.2895,6969963.415,56,South
Amity,543519.9574,6969966.547,56,South
Amity,543548.1532,6969953.662,56,South
Amity,543546.5863,6969948.112,56,South
Amity,543544.1157,6969944.182,56,South
Amity,543542.7878,6969939.956,56,South
Amity,543541.0318,6969936.998,56,South
Amity,543538.1277,6969933.671,56,South
Amity,543534.7897,6969931.105,56,South
Amity,543528.4376,6969929.268,56,South
Amity,543522.9904,6969928.775,56,South
Amity,543517.8976,6969928.464,56,South
Amity,543511.9164,6969929.577,56,South
Amity,543505.6237,6969931.131,56,South
Amity,543498.6135,6969933.572,56,South
Amity,543492.9703,6969935.021,56,South
Amity,543495.4361,6969938.545,56,South
Amity,543499.8337,6969943.786,56,South
Amity,543503.7281,6969948.878,56,South
Amity,543507.0642,6969953.525,56,South
Amity,543509.7925,6969958.46,56,South
Amity,543515.5751,6969964.397,56,South
Amity,543520.9249,6969970.637,56,South
Amity,543526.9869,6969977.742,56,South
Amity,543535.4547,6969985.615,56,South
