point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543515.4643,6969944.131,56,South,-27.393127680,153.440135176,0.99962337,0.202506
Amity,543511.751,6969946.147,56,South,-27.393109598,153.440097547,0.99962337,0.202489
Amity,543506.4503,6969950.136,56,South,-27.393073755,153.440043792,0.99962336,0.202464
Amity,543501.335,6969954.167,56,South,-27.393037527,153.439991911,0.99962336,0.202440
Amity,543496.3499,6969958.324,56,South,-27.393000158,153.439941342,0.99962335,0.202416
Amity,543533.9965,6969930.298,56,South,-27.393251970,153.440323109,0.99962339,0.202594
Amity,543529.2781,6969932.071,56,South,-27.393236114,153.440275323,0.99962339,0.202572
Amity,543525.2658,6969934.232,56,South,-27.393216733,153.440234664,0.99962338,0.202553
Amity,543520.6273,6969936.491,56,South,-27.393196488,153.440187669,0.99962338,0.202531
Amity,543516.4735,6969938.466,56,South,-27.393178790,153.440145586,0.99962337,0.202512
Amity,543512.7013,6969940.805,56,South,-27.393157794,153.440107349,0.99962337,0.202494
Amity,543509.0781,6969942.776,56,South,-27.393140116,153.440070633,0.99962337,0.202477
Amity,543504.8984,6969944.954,56,South,-27.393120587,153.440028281,0.99962336,0.202457
Amity,543500.5935,6969947.139,56,South,-27.393100999,153.439984662,0.99962336,0.202437
Amity,543495.5799,6969950.026,56,South,-27.393075095,153.439933850,0.99962335,0.202413
Amity,543490.9812,6969952.403,56,South,-27.393053783,153.439887253,0.99962335,0.202392
Amity,543487.8339,6969953.643,56,South,-27.393042689,153.439855377,0.99962334,0.202377
Amity,543536.6793,6969932.512,56,South,-27.393231897,153.440350165,0.9996234,0.202606
Amity,543535.5804,6969939.602,56,South,-27.393167925,153.440338797,0.9996234,0.202600
Amity,543535.4474,6969943.27,56,South,-27.393134815,153.440337320,0.9996234,0.202599
Amity,543534.9168,6969946.181,56,South,-27.393108552,153.440331849,0.99962339,0.202597
Amity,543533.6501,6969951.984,56,South,-27.393056204,153.440318830,0.99962339,0.202590
Amity,543533.2999,6969959.298,56,South,-27.392990186,153.440315027,0.99962339,0.202588
Amity,543531.7544,6969962.275,56,South,-27.392963359,153.440299289,0.99962339,0.202581
Amity,543531.6933,6969963.293,56,South,-27.392954171,153.440298634,0.99962339,0.202580
Amity,543531.1773,6969965.462,56,South,-27.392934606,153.440293338,0.99962339,0.202578
Amity,543530.9774,6969969.559,56,South,-27.392897625,153.440291170,0.99962339,0.202577
Amity,543529.9944,6969975.838,56,South,-27.392840971,153.440281003,0.99962339,0.202572
Amity,543529.3839,6969982.174,56,South,-27.392783790,153.440274601,0.99962339,0.202568
Amity,543528.1631,6969988.088,56,South,-27.392730439,153.440262043,0.99962339,0.202562
Amity,543528.11,6969993.375,56,South,-27.392682710,153.440261317,0.99962339,0.202561
Amity,543526.8809,6970000.056,56,South,-27.392622435,153.440248646,0.99962339,0.202555
Amity,543526.3734,6970005.547,56,South,-27.392572879,153.440243317,0.99962339,0.202552
Amity,543541.3379,6969936.911,56,South,-27.393192035,153.440397125,0.9996234,0.202627
Amity,543535.7565,6969941.328,56,South,-27.393152337,153.440340516,0.9996234,0.202601
Amity,543531.7992,6969944.824,56,South,-27.393120902,153.440300366,0.99962339,0.202582
Amity,543525.9033,6969948.396,56,South,-27.393088843,153.440240606,0.99962339,0.202555
Amity,543521.6296,6969952.353,56,South,-27.393053256,153.440197239,0.99962338,0.202534
Amity,543515.8777,6969955.959,56,South,-27.393020886,153.440138934,0.99962337,0.202507
Amity,543511.984,6969958.804,56,South,-27.392995326,153.440099451,0.99962337,0.202489
Amity,543508.5546,6969961.262,56,South,-27.392973245,153.440064678,0.99962337,0.202473
Amity,543503.3823,6969965.385,56,South,-27.392936188,153.440012217,0.99962336,0.202449
Amity,543497.0795,6969970.576,56,South,-27.392889526,153.439948283,0.99962335,0.202419
Amity,543543.8187,6969945.79,56,South,-27.393111798,153.440421899,0.9996234,0.202638
Amity,543536.419,6969947.791,56,South,-27.393093969,153.440346985,0.9996234,0.202604
Amity,543531.348,6969949.364,56,South,-27.393079930,153.440295640,0.99962339,0.202580
Amity,543526.0191,6969950.477,56,South,-27.393070052,153.440241703,0.99962339,0.202555
Amity,543521.0537,6969952.068,56,South,-27.393055848,153.440191425,0.99962338,0.202532
Amity,543516.3852,6969953.201,56,South,-27.393045768,153.440144166,0.99962337,0.202510
Amity,543510.8661,6969954.924,56,South,-27.393030389,153.440088283,0.99962337,0.202484
Amity,543505.6062,6969956.819,56,South,-27.393013449,153.440035016,0.99962336,0.202460
Amity,543499.6988,6969957.731,56,South,-27.393005404,153.439975234,0.99962336,0.202432
Amity,543493.8079,6969959.326,56,South,-27.392991193,153.439915596,0.99962335,0.202404
Amity,543548.1165,6969952.782,56,South,-27.393048538,153.440465118,0.99962341,0.202658
Amity,543541.5331,6969955.415,56,South,-27.393024978,153.440398438,0.9996234,0.202627
Amity,543535.6701,6969958.578,56,South,-27.392996610,153.440339025,0.9996234,0.202599
Amity,543530.3465,6969960.228,56,South,-27.392981884,153.440285122,0.99962339,0.202574
Amity,543526.3782,6969961.332,56,South,-27.392972044,153.440244947,0.99962339,0.202556
Amity,543520.5067,6969963.352,56,South,-27.392953995,153.440185489,0.99962338,0.202528
Amity,543514.1998,6969965.392,56,South,-27.392935780,153.440121627,0.99962337,0.202499
Amity,543509.0312,6969968.242,56,South,-27.392910215,153.440069249,0.99962337,0.202475
Amity,543504.2753,6969972.171,56,South,-27.392874897,153.440021006,0.99962336,0.202452
Amity,543499.8651,6969973.39,56,South,-27.392864032,153.439976357,0.99962336,0.202432
Amity,543498.0847,6969974.578,56,South,-27.392853364,153.439958307,0.99962336,0.202423
Amity,543548.1878,6969950.95,56,South,-27.393065075,153.440465905,0.99962341,0.202658
Amity,543547.2827,6969948.843,56,South,-27.393084125,153.440456826,0.99962341,0.202654
Amity,543545.7561,6969945.747,56,South,-27.393112124,153.440441496,0.99962341,0.202647
Amity,543544.1011,6969941.788,56,South,-27.393147918,153.440424899,0.9996234,0.202640
Amity,543542.8957,6969938.467,56,South,-27.393177938,153.440412826,0.9996234,0.202635
Amity,543540.7755,6969935.574,56,South,-27.393204123,153.440391485,0.9996234,0.202625
Amity,543537.9089,6969932.667,56,South,-27.393230458,153.440362596,0.9996234,0.202612
Amity,543533.0062,6969929.803,56,South,-27.393256471,153.440313111,0.99962339,0.202589
Amity,543528.2342,6969928.715,56,South,-27.393266445,153.440264885,0.99962339,0.202567
Amity,543522.2675,6969928.328,56,South,-27.393270129,153.440204550,0.99962338,0.202539
Amity,543515.7701,6969928.331,56,South,-27.393270310,153.440138834,0.99962337,0.202509
Amity,543509.0196,6969929.312,56,South,-27.393261669,153.440070523,0.99962337,0.202478
Amity,543501.6547,6969931.278,56,South,-27.393244155,153.439995962,0.99962336,0.202443
Amity,543494.1121,6969933.761,56,South,-27.393221979,153.439919586,0.99962335,0.202408
Amity,543488.2225,6969934.396,56,South,-27.393216435,153.439859995,0.99962334,0.202380
Amity,543480.1761,6969937.247,56,South,-27.393190953,153.439778510,0.99962334,0.202343
Amity,543483.617,6969948.377,56,South,-27.393090363,153.439812914,0.99962334,0.202358
Amity,543488.6387,6969956.135,56,South,-27.393020166,153.439863427,0.99962335,0.202381
Amity,543493.0468,6969965.061,56,South,-27.392939443,153.439907693,0.99962335,0.202400
Amity,543511.4464,6969940.655,56,South,-27.393159189,153.440094662,0.99962337,0.202488
Amity,543511.1774,6969940.021,56,South,-27.393164921,153.440091964,0.99962337,0.202487
Amity,543514.6731,6969940.069,56,South,-27.393164376,153.440127319,0.99962337,0.202503
Amity,543514.6504,6969939.41,56,South,-27.393170326,153.440127113,0.99962337,0.202503
Amity,543472.7337,6969965.384,56,South,-27.392937174,153.439702231,0.99962333,0.202306
Amity,543471.2329,6969961.479,56,South,-27.392972476,153.439687191,0.99962333,0.202299
Amity,543469.9992,6969956.672,56,South,-27.393015912,153.439674885,0.99962333,0.202294
Amity,543469.0037,6969951.994,56,South,-27.393058176,153.439664983,0.99962332,0.202290
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.3186,6969912.113,56,South,-27.393415301,153.440589988,0.99962342,0.202718
Amity,543549.3791,6969943.957,56,South,-27.393128168,153.440478204,0.99962341,0.202664
Amity,543534.3606,6969930.575,56,South,-27.393249458,153.440326782,0.99962339,0.202595
Amity,543529.1808,6969934.321,56,South,-27.393215805,153.440274258,0.99962339,0.202571
Amity,543525.1917,6969937.135,56,South,-27.393190528,153.440233811,0.99962338,0.202552
Amity,543521.4896,6969939.737,56,South,-27.393167156,153.440196274,0.99962338,0.202535
Amity,543518.3679,6969942.165,56,South,-27.393145336,153.440164614,0.99962338,0.202520
Amity,543516.9019,6969943.328,56,South,-27.393134883,153.440149745,0.99962338,0.202513
