point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.3358,6969912.108,56,South,-27.393415345,153.440590162,0.99962342,0.202718
Amity,543534.5348,6969930.447,56,South,-27.393250608,153.440328549,0.99962339,0.202596
Amity,543528.046,6969935.124,56,South,-27.393208592,153.440262752,0.99962339,0.202566
Amity,543521.9758,6969939.43,56,South,-27.393169912,153.440201203,0.99962338,0.202537
Amity,543518.469,6969941.624,56,South,-27.393150217,153.440165656,0.99962338,0.202521
Amity,543517.7982,6969942.061,56,South,-27.393146293,153.440158856,0.99962338,0.202517
Amity,543514.5841,6969944.802,56,South,-27.393121650,153.440126250,0.99962337,0.202502
Amity,543511.6406,6969946.496,56,South,-27.393106451,153.440096418,0.99962337,0.202488
Amity,543508.6709,6969948.028,56,South,-27.393092715,153.440066327,0.99962337,0.202475
Amity,543533.7198,6969930.179,56,South,-27.393253053,153.440320315,0.99962339,0.202592
Amity,543528.6666,6969932.533,56,South,-27.393231963,153.440269122,0.99962339,0.202569
Amity,543524.2048,6969934.989,56,South,-27.393209933,153.440223906,0.99962338,0.202548
Amity,543518.4375,6969937.799,56,South,-27.393184749,153.440165474,0.99962338,0.202521
Amity,543516.433,6969938.298,56,South,-27.393180308,153.440145182,0.99962337,0.202511
Amity,543513.0597,6969939.962,56,South,-27.393165394,153.440111004,0.99962337,0.202496
Amity,543510.2379,6969941.417,56,South,-27.393152348,153.440082412,0.99962337,0.202482
Amity,543535.8047,6969931.754,56,South,-27.393238768,153.440341346,0.9996234,0.202602
Amity,543533.4819,6969937.306,56,South,-27.393188720,153.440317654,0.99962339,0.202591
Amity,543531.1718,6969942.658,56,South,-27.393140477,153.440294098,0.99962339,0.202580
Amity,543528.0365,6969948.892,56,South,-27.393084297,153.440262164,0.99962339,0.202565
Amity,543526.257,6969953.447,56,South,-27.393043232,153.440244003,0.99962339,0.202556
Amity,543525.0557,6969955.69,56,South,-27.393023021,153.440231772,0.99962338,0.202550
Amity,543523.4864,6969959.215,56,South,-27.392991248,153.440215774,0.99962338,0.202543
Amity,543522.3913,6969962.435,56,South,-27.392962214,153.440204583,0.99962338,0.202537
Amity,543521.0619,6969964.603,56,South,-27.392942684,153.440191059,0.99962338,0.202531
Amity,543540.9223,6969936.554,56,South,-27.393195271,153.440392935,0.9996234,0.202625
Amity,543537.0088,6969939.555,56,South,-27.393168304,153.440353245,0.9996234,0.202607
Amity,543533.684,6969941.541,56,South,-27.393150480,153.440319547,0.99962339,0.202591
Amity,543529.378,6969943.428,56,South,-27.393133582,153.440275927,0.99962339,0.202571
Amity,543525.339,6969946.51,56,South,-27.393105887,153.440234966,0.99962338,0.202552
Amity,543521.9178,6969948.027,56,South,-27.393092301,153.440200309,0.99962338,0.202536
Amity,543520.5301,6969948.945,56,South,-27.393084058,153.440186241,0.99962338,0.202530
