point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,543517.7558,6969951.256,56,South,-27.393063283,153.440158098,0.99962338,0.202517
Amity,543515.8908,6969952.945,56,South,-27.393048095,153.440139175,0.99962337,0.202508
Amity,543529.6939,6969930.019,56,South,-27.393254626,153.440279602,0.99962339,0.202574
Amity,543529.6749,6969937.55,56,South,-27.393186638,153.440279140,0.99962339,0.202573
Amity,543526.8753,6969941.122,56,South,-27.393154480,153.440250697,0.99962339,0.202560
Amity,543525.059,6969945.642,56,South,-27.393113733,153.440232165,0.99962338,0.202551
Amity,543524.3807,6969950.958,56,South,-27.393065762,153.440225114,0.99962338,0.202547
Amity,543523.3143,6969952.808,56,South,-27.393049095,153.440214262,0.99962338,0.202542
Amity,543522.4493,6969955.526,56,South,-27.393024585,153.440205416,0.99962338,0.202538
Amity,543522.1164,6969958.747,56,South,-27.392995517,153.440201934,0.99962338,0.202536
Amity,543520.2729,6969960.804,56,South,-27.392977005,153.440183215,0.99962338,0.202528
Amity,543545.7443,6969946.428,56,South,-27.393105976,153.440441352,0.99962341,0.202647
Amity,543541.3403,6969948.913,56,South,-27.393083683,153.440396720,0.9996234,0.202626
Amity,543535.9069,6969952.395,56,South,-27.393052421,153.440341641,0.9996234,0.202601
Amity,543530.7693,6969955.984,56,South,-27.393020185,153.440289550,0.99962339,0.202577
Amity,543527.6325,6969957.902,56,South,-27.393002969,153.440257755,0.99962339,0.202562
Amity,543524.8952,6969959.512,56,South,-27.392988522,153.440230012,0.99962338,0.202549
Amity,543520.6098,6969962.523,56,South,-27.392961476,153.440186561,0.99962338,0.202529
Amity,543548.5719,6969953.484,56,South,-27.393042186,153.440469699,0.99962341,0.202660
Amity,543544.2589,6969955.337,56,South,-27.393025595,153.440426010,0.9996234,0.202640
Amity,543538.7134,6969958.132,56,South,-27.393000539,153.440369822,0.9996234,0.202614
Amity,543533.6259,6969960.695,56,South,-27.392977563,153.440318274,0.99962339,0.202590
Amity,543530.0303,6969962.127,56,South,-27.392964750,153.440281856,0.99962339,0.202573
Amity,543526.1563,6969963.754,56,South,-27.392950186,153.440242616,0.99962339,0.202555
Amity,543521.3769,6969966.022,56,South,-27.392929863,153.440194195,0.99962338,0.202532
Amity,543548.7621,6969954.039,56,South,-27.393037169,153.440471603,0.99962341,0.202661
Amity,543547.0846,6969948.832,56,South,-27.393084231,153.440454822,0.99962341,0.202653
Amity,543545.1722,6969945.24,56,South,-27.393116720,153.440435608,0.99962341,0.202645
Amity,543543.5917,6969941.979,56,South,-27.393146210,153.440419740,0.9996234,0.202637
Amity,543541.9493,6969937.741,56,South,-27.393184522,153.440403280,0.9996234,0.202630
Amity,543538.2656,6969933.573,56,South,-27.393222268,153.440366171,0.9996234,0.202613
Amity,543533.7235,6969930.249,56,South,-27.393252421,153.440320350,0.99962339,0.202592
Amity,543529.2087,6969929.891,56,South,-27.393255797,153.440274699,0.99962339,0.202572
Amity,543524.408,6969929.129,56,South,-27.393262830,153.440226171,0.99962338,0.202549
Amity,543518.1361,6969928.569,56,South,-27.393268086,153.440162756,0.99962338,0.202520
Amity,543514.8279,6969928.801,56,South,-27.393266097,153.440129287,0.99962337,0.202505
Amity,543512.3224,6969929.455,56,South,-27.393260272,153.440103923,0.99962337,0.202493
Amity,543508.0461,6969930.16,56,South,-27.393254044,153.440060646,0.99962337,0.202473
Amity,543504.4328,6969931.83,56,South,-27.393239083,153.440024041,0.99962336,0.202456
Amity,543507.4306,6969936.577,56,South,-27.393196132,153.440054192,0.99962337,0.202470
Amity,543510.6499,6969942.143,56,South,-27.393145781,153.440086553,0.99962337,0.202484
Amity,543513.9943,6969950.412,56,South,-27.393071023,153.440120084,0.99962337,0.202499
Amity,543517.9849,6969957.559,56,South,-27.393006374,153.440160190,0.99962338,0.202517
Amity,543522.1305,6969966.182,56,South,-27.392928395,153.440201811,0.99962338,0.202536
Amity,543526.9616,6969973.622,56,South,-27.392861073,153.440250408,0.99962339,0.202558
Amity,543532.818,6969981.187,56,South,-27.392792591,153.440309370,0.99962339,0.202584
Amity,543537.9638,6969987.761,56,South,-27.392733078,153.440361180,0.9996234,0.202608
Amity,543542.9499,6969993.295,56,South,-27.392682959,153.440411413,0.9996234,0.202630
