point,east,north,zone,hemisphere,lat,lon,psf,grid_conv
Amity,NaN,NaN,56,South,nan,nan,nan,nan
Amity,543560.3045,6969912.116,56,South,-27.393415274,153.440589845,0.99962342,0.202718
Amity,543533.7508,6969930.195,56,South,-27.393252908,153.440320628,0.99962339,0.202593
Amity,543525.6298,6969934.454,56,South,-27.393214718,153.440238338,0.99962338,0.202554
Amity,543518.1271,6969938.204,56,South,-27.393181103,153.440162320,0.99962338,0.202519
Amity,543513.2208,6969940.363,56,South,-27.393161768,153.440112620,0.99962337,0.202496
Amity,543507.5234,6969942.998,56,South,-27.393138162,153.440054901,0.99962337,0.202470
Amity,543501.785,6969945.954,56,South,-27.393111659,153.439996756,0.99962336,0.202443
Amity,543496.8167,6969948.415,56,South,-27.393089600,153.439946417,0.99962335,0.202419
Amity,543492.029,6969949.955,56,South,-27.393075849,153.439897938,0.99962335,0.202397
Amity,543488.3463,6969952.797,56,South,-27.393050310,153.439860589,0.99962334,0.202380
Amity,543485.0227,6969954.549,56,South,-27.393034599,153.439826911,0.99962334,0.202364
Amity,543534.3548,6969930.809,56,South,-27.393247346,153.440326715,0.99962339,0.202595
Amity,543527.9406,6969935.382,56,South,-27.393206266,153.440261677,0.99962339,0.202565
Amity,543522.2921,6969939.467,56,South,-27.393169568,153.440204401,0.99962338,0.202539
Amity,543516.5117,6969943.162,56,South,-27.393136394,153.440145804,0.99962337,0.202511
Amity,543512.4587,6969946.17,56,South,-27.393109368,153.440104704,0.99962337,0.202492
Amity,543507.4126,6969949.979,56,South,-27.393075142,153.440053530,0.99962337,0.202469
Amity,543503.199,6969952.734,56,South,-27.393050405,153.440010815,0.99962336,0.202449
Amity,543498.7383,6969956.205,56,South,-27.393019211,153.439965574,0.99962336,0.202428
Amity,543495.2265,6969958.39,56,South,-27.392999598,153.439929977,0.99962335,0.202411
Amity,543491.7347,6969960.469,56,South,-27.392980940,153.439894586,0.99962335,0.202395
Amity,543489.426,6969962.149,56,South,-27.392965847,153.439871175,0.99962335,0.202384
Amity,543535.8801,6969931.875,56,South,-27.393237673,153.440342104,0.9996234,0.202602
Amity,543531.6428,6969941.169,56,South,-27.393153904,153.440298915,0.99962339,0.202582
Amity,543528.8634,6969947.534,56,South,-27.393096531,153.440270576,0.99962339,0.202569
Amity,543526.2864,6969953.658,56,South,-27.393041326,153.440244292,0.99962339,0.202556
Amity,543523.9034,6969958.997,56,South,-27.392993203,153.440219999,0.99962338,0.202545
Amity,543521.4382,6969964.315,56,South,-27.392945272,153.440194876,0.99962338,0.202533
Amity,543519.6556,6969968.679,56,South,-27.392905931,153.440176690,0.99962338,0.202524
Amity,543517.4283,6969973.181,56,South,-27.392865359,153.440154002,0.99962338,0.202513
Amity,543515.0084,6969978.824,56,South,-27.392814492,153.440129325,0.99962337,0.202502
Amity,543513.5557,6969981.913,56,South,-27.392786652,153.440114522,0.99962337,0.202495
Amity,543511.8575,6969985.457,56,South,-27.392754711,153.440097219,0.99962337,0.202486
Amity,543509.9704,6969990.171,56,South,-27.392712214,153.440077964,0.99962337,0.202477
Amity,543508.1434,6969993.391,56,South,-27.392683203,153.440059370,0.99962337,0.202469
Amity,543537.7641,6969933.614,56,South,-27.393221914,153.440361097,0.9996234,0.202611
Amity,543538.8101,6969945.2,56,South,-27.393117284,153.440371262,0.9996234,0.202615
Amity,543539.6553,6969952.119,56,South,-27.393054793,153.440379563,0.9996234,0.202618
Amity,543540.6795,6969961.752,56,South,-27.392967796,153.440389578,0.9996234,0.202622
Amity,543541.8646,6969970.637,56,South,-27.392887546,153.440401246,0.9996234,0.202627
Amity,543541.8969,6969979.6,56,South,-27.392806628,153.440401252,0.9996234,0.202627
Amity,543540.5124,6969987.758,56,South,-27.392733024,153.440386957,0.9996234,0.202620
Amity,543540.9332,6969995.701,56,South,-27.392661302,153.440390929,0.9996234,0.202621
Amity,543539.3708,6970002.971,56,South,-27.392595720,153.440374867,0.9996234,0.202613
Amity,543538.1933,6970010.839,56,South,-27.392524726,153.440362676,0.9996234,0.202607
Amity,543536.9418,6970014.966,56,South,-27.392487509,153.440349871,0.9996234,0.202601
Amity,543534.7113,6970019.261,56,South,-27.392448805,153.440327157,0.99962339,0.202590
Amity,543541.0113,6969936.585,56,South,-27.393194988,153.440393834,0.9996234,0.202626
Amity,543533.5251,6969943.957,56,South,-27.393128674,153.440317853,0.99962339,0.202590
Amity,543526.6705,6969946.309,56,South,-27.393107660,153.440248440,0.99962339,0.202558
Amity,543521.2402,6969949.504,56,South,-27.393078989,153.440193403,0.99962338,0.202533
Amity,543514.6014,6969953.979,56,South,-27.393038801,153.440126096,0.99962337,0.202502
Amity,543509.4292,6969958.665,56,South,-27.392996662,153.440073616,0.99962337,0.202477
Amity,543504.6291,6969962.39,56,South,-27.392963186,153.440024934,0.99962336,0.202455
Amity,543500.791,6969965.267,56,South,-27.392937336,153.439986012,0.99962336,0.202437
Amity,543497.2857,6969968.279,56,South,-27.392910256,153.439950451,0.99962335,0.202420
Amity,543495.1658,6969970.256,56,South,-27.392892475,153.439928939,0.99962335,0.202410
Amity,543543.6749,6969945.924,56,South,-27.393110592,153.440420440,0.9996234,0.202638
Amity,543535.9494,6969948.247,56,South,-27.393089867,153.440342220,0.9996234,0.202601
Amity,543528.0576,6969950.511,56,South,-27.393069680,153.440262319,0.99962339,0.202565
Amity,543523.2226,6969951.66,56,South,-27.393059462,153.440213376,0.99962338,0.202542
Amity,543516.35,6969953.403,56,South,-27.393043946,153.440143803,0.99962337,0.202510
Amity,543511.2882,6969955.028,56,South,-27.393029437,153.440092549,0.99962337,0.202486
Amity,543505.2572,6969956.449,56,South,-27.393016801,153.440031499,0.99962336,0.202458
Amity,543501.5859,6969957.763,56,South,-27.393005055,153.439994320,0.99962336,0.202441
Amity,543497.5154,6969959.229,56,South,-27.392991950,153.439953098,0.99962335,0.202422
Amity,543493.0237,6969960.442,56,South,-27.392981143,153.439907624,0.99962335,0.202401
Amity,543489.0644,6969961.662,56,South,-27.392970255,153.439867536,0.99962335,0.202382
Amity,543546.0117,6969953.842,56,South,-27.393039036,153.440443792,0.99962341,0.202648
Amity,543536.2021,6969957.42,56,South,-27.393007047,153.440344447,0.9996234,0.202602
Amity,543528.165,6969959.66,56,South,-27.392987081,153.440263078,0.99962339,0.202564
Amity,543522.279,6969962.663,56,South,-27.392960159,153.440203439,0.99962338,0.202537
Amity,543517.844,6969964.016,56,South,-27.392948086,153.440158534,0.99962338,0.202516
Amity,543513.3213,6969965.847,56,South,-27.392931700,153.440112725,0.99962337,0.202495
Amity,543509.2846,6969967.326,56,South,-27.392918477,153.440071844,0.99962337,0.202476
